hit_name,percent_query_aligned,percent_identity,hit_length,query_length
gnl|BL_ORD_ID|0 AF107887.1 Trypanosoma brucei variant surface glycoprotein gene partial cds,44.8685326548,44.0466278102,1201,1179
gnl|BL_ORD_ID|0 AF107887.1 Trypanosoma brucei variant surface glycoprotein gene partial cds,44.8685326548,44.0466278102,1201,1179
gnl|BL_ORD_ID|0 AF107887.1 Trypanosoma brucei variant surface glycoprotein gene partial cds,44.8685326548,44.0466278102,1201,1179
gnl|BL_ORD_ID|0 AF107887.1 Trypanosoma brucei variant surface glycoprotein gene partial cds,44.8685326548,44.0466278102,1201,1179
gnl|BL_ORD_ID|0 AF107887.1 Trypanosoma brucei variant surface glycoprotein gene partial cds,44.8685326548,44.0466278102,1201,1179
gnl|BL_ORD_ID|0 AF107887.1 Trypanosoma brucei variant surface glycoprotein gene partial cds,44.8685326548,44.0466278102,1201,1179
gnl|BL_ORD_ID|0 AF107887.1 Trypanosoma brucei variant surface glycoprotein gene partial cds,44.8685326548,44.0466278102,1201,1179
gnl|BL_ORD_ID|0 AF107887.1 Trypanosoma brucei variant surface glycoprotein gene partial cds,44.8685326548,44.0466278102,1201,1179
gnl|BL_ORD_ID|0 AF107887.1 Trypanosoma brucei variant surface glycoprotein gene partial cds,44.8685326548,44.0466278102,1201,1179
gnl|BL_ORD_ID|0 AF107887.1 Trypanosoma brucei variant surface glycoprotein gene partial cds,44.8685326548,44.0466278102,1201,1179
gnl|BL_ORD_ID|0 AF107887.1 Trypanosoma brucei variant surface glycoprotein gene partial cds,44.8685326548,44.0466278102,1201,1179
